"","modgene","modtype","modchr","modstart","modend","modfeature"
"2254","PA1410","1","NC_002516.2",1533823,1533824,"upstream"
"2255","PA1415","1","NC_002516.2",1539267,1539268,"inside"
"2256","PA1415","1","NC_002516.2",1539289,1539290,"inside"
"2257","PA1417","1","NC_002516.2",1542450,1542451,"inside"
"2258","PA1418","1","NC_002516.2",1543659,1543660,"inside"
"2259","PA1418","1","NC_002516.2",1543842,1543843,"inside"
"2260","PA1418","1","NC_002516.2",1543908,1543909,"inside"
"2261","PA1422","1","NC_002516.2",1547535,1547536,"inside"
"2262","PA1423","1","NC_002516.2",1548539,1548540,"inside"
"2263","PA1429","1","NC_002516.2",1555321,1555322,"inside"
"2264","PA1430","1","NC_002516.2",1557211,1557212,"upstream"
"2265","PA1433","1","NC_002516.2",1561031,1561032,"inside"
"2266","PA1436","1","NC_002516.2",1563473,1563474,"upstream"
"2267","PA1436","1","NC_002516.2",1564107,1564108,"inside"
"2268","PA1436","1","NC_002516.2",1564408,1564409,"inside"
"2269","PA1436","1","NC_002516.2",1564510,1564511,"inside"
"2270","PA1436","1","NC_002516.2",1565164,1565165,"inside"
"2271","PA1436","1","NC_002516.2",1565379,1565380,"inside"
"2272","PA1436","1","NC_002516.2",1565404,1565405,"inside"
"2273","PA1437","1","NC_002516.2",1566733,1566734,"upstream"
"2274","PA1437","1","NC_002516.2",1567393,1567394,"inside"
"2275","PA1438","1","NC_002516.2",1568624,1568625,"inside"
"2276","PA1443","1","NC_002516.2",1572659,1572660,"inside"
"2277","PA1445","1","NC_002516.2",1573979,1573980,"upstream"
"2278","PA1446","1","NC_002516.2",1574709,1574710,"inside"
"2279","PA1447","1","NC_002516.2",1575337,1575338,"inside"
"2280","PA1450","1","NC_002516.2",1578054,1578055,"inside"
"2281","PA1452","1","NC_002516.2",1580425,1580426,"inside"
"2282","PA1452","1","NC_002516.2",1580990,1580991,"inside"
"2283","PA1453","1","NC_002516.2",1581467,1581468,"upstream"
"2284","PA1454","1","NC_002516.2",1584074,1584075,"inside"
"2285","PA1455","1","NC_002516.2",1585112,1585113,"inside"
"2286","PA1455","1","NC_002516.2",1585152,1585153,"inside"
"2287","PA1458","1","NC_002516.2",1586592,1586593,"upstream"
"2288","PA1458","1","NC_002516.2",1586787,1586788,"upstream"
"2289","PA1459","1","NC_002516.2",1588325,1588326,"upstream"
"2290","PA1459","1","NC_002516.2",1588861,1588862,"upstream"
"2291","PA1459","1","NC_002516.2",1589096,1589097,"upstream"
"2292","PA1459","1","NC_002516.2",1589428,1589429,"inside"
"2293","PA1483","1","NC_002516.2",1608673,1608674,"inside"
"2294","PA1485","1","NC_002516.2",1611366,1611367,"inside"
"2295","PA1486","1","NC_002516.2",1611498,1611499,"upstream"
"2296","PA1486","1","NC_002516.2",1611864,1611865,"upstream"
"2297","PA1486","1","NC_002516.2",1612386,1612387,"inside"
"2298","PA1497","1","NC_002516.2",1626404,1626405,"upstream"
"2299","PA1498","1","NC_002516.2",1626971,1626972,"inside"
"2300","PA1498","1","NC_002516.2",1627370,1627371,"inside"
"2301","PA1507","1","NC_002516.2",1636914,1636915,"inside"
"2302","PA1520","1","NC_002516.2",1652788,1652789,"inside"
"2303","PA1521","1","NC_002516.2",1654163,1654164,"inside"
"2304","PA1521","1","NC_002516.2",1654234,1654235,"inside"
"2305","PA1527","1","NC_002516.2",1661324,1661325,"upstream"
"2306","PA1528","1","NC_002516.2",1665527,1665528,"inside"
"2307","PA1530","1","NC_002516.2",1667999,1668000,"upstream"
"2308","PA1537","1","NC_002516.2",1676168,1676169,"upstream"
"2309","PA1538","1","NC_002516.2",1676825,1676826,"inside"
"2310","PA1540","1","NC_002516.2",1678731,1678732,"upstream"
"2311","PA1545","1","NC_002516.2",1682171,1682172,"inside"
"2312","PA1545","1","NC_002516.2",1682501,1682502,"inside"
"2313","PA1546","1","NC_002516.2",1683659,1683660,"inside"
"2314","PA1548","1","NC_002516.2",1684918,1684919,"inside"
"2315","PA1551","1","NC_002516.2",1688827,1688828,"inside"
"2316","PA1552","1","NC_002516.2",1690452,1690453,"inside"
"2317","PA1553","1","NC_002516.2",1691645,1691646,"upstream"
"2318","PA1553","1","NC_002516.2",1691756,1691757,"upstream"
"2319","PA1554","1","NC_002516.2",1693353,1693354,"upstream"
"2320","PA1556","1","NC_002516.2",1695170,1695171,"upstream"
"2321","PA1556","1","NC_002516.2",1695281,1695282,"upstream"
"2322","PA1557","1","NC_002516.2",1695866,1695867,"inside"
"2323","PA1561","1","NC_002516.2",1698569,1698570,"inside"
"2324","PA1561","1","NC_002516.2",1701193,1701194,"upstream"
"2325","PA1562","1","NC_002516.2",1702306,1702307,"inside"
"2326","PA1566","1","NC_002516.2",1708133,1708134,"upstream"
"2327","PA1567","1","NC_002516.2",1709105,1709106,"inside"
"2328","PA1568","1","NC_002516.2",1709647,1709648,"inside"
"2329","PA1580","1","NC_002516.2",1719514,1719515,"inside"
"2330","PA1580","1","NC_002516.2",1719770,1719771,"inside"
"2331","PA1585","1","NC_002516.2",1723936,1723937,"upstream"
"2332","PA1585","1","NC_002516.2",1724976,1724977,"inside"
"2333","PA1585","1","NC_002516.2",1725525,1725526,"inside"
"2334","PA1586","1","NC_002516.2",1726686,1726687,"upstream"
"2335","PA1587","1","NC_002516.2",1729244,1729245,"inside"
"2336","PA1590","1","NC_002516.2",1732760,1732761,"inside"
"2337","PA1590","1","NC_002516.2",1733238,1733239,"inside"
"2338","PA1591","1","NC_002516.2",1733486,1733487,"upstream"
"2339","PA1591","1","NC_002516.2",1733540,1733541,"upstream"
"2340","PA1592","1","NC_002516.2",1735140,1735141,"upstream"
"2341","PA1600","1","NC_002516.2",1743692,1743693,"upstream"
"2342","PA1608","1","NC_002516.2",1751549,1751550,"upstream"
"2343","PA1609","1","NC_002516.2",1752433,1752434,"inside"
"2344","PA1612","1","NC_002516.2",1756888,1756889,"upstream"
"2345","PA1615","1","NC_002516.2",1759904,1759905,"inside"
"2346","PA1618","1","NC_002516.2",1761771,1761772,"upstream"
"2347","PA1618","1","NC_002516.2",1762284,1762285,"upstream"
"2348","PA1629","1","NC_002516.2",1773126,1773127,"inside"
"2349","PA1632","1","NC_002516.2",1775284,1775285,"upstream"
"2350","PA1635","1","NC_002516.2",1779749,1779750,"upstream"
"2351","PA1640","1","NC_002516.2",1786246,1786247,"inside"
"2352","PA1643","1","NC_002516.2",1788748,1788749,"inside"
"2353","PA1644","1","NC_002516.2",1790112,1790113,"inside"
"2354","PA1644","1","NC_002516.2",1790187,1790188,"inside"
"2355","PA1648","1","NC_002516.2",1795439,1795440,"inside"
"2356","PA1648","1","NC_002516.2",1795883,1795884,"inside"
"2357","PA1658","1","NC_002516.2",1806380,1806381,"inside"
"2358","PA1663","1","NC_002516.2",1814028,1814029,"inside"
"2359","PA1668","1","NC_002516.2",1817773,1817774,"upstream"
"2360","PA1670","1","NC_002516.2",1822682,1822683,"inside"
"2361","PA1683","1","NC_002516.2",1833185,1833186,"inside"
"2362","PA1685","1","NC_002516.2",1835151,1835152,"downstream"
"2363","PA1685","1","NC_002516.2",1835229,1835230,"downstream"
"2364","PA1687","1","NC_002516.2",1836676,1836677,"inside"
"2365","PA1703","1","NC_002516.2",1850021,1850022,"inside"
"2366","PA1704","1","NC_002516.2",1851478,1851479,"upstream"
"2367","PA1709","1","NC_002516.2",1855233,1855234,"inside"
"2368","PA1714","1","NC_002516.2",1858573,1858574,"inside"
"2369","PA1715","1","NC_002516.2",1858909,1858910,"upstream"
"2370","PA1716","1","NC_002516.2",1859365,1859366,"upstream"
"2371","PA1725","1","NC_002516.2",1865902,1865903,"inside"
"2372","PA1726","1","NC_002516.2",1869283,1869284,"upstream"
"2373","PA1737","1","NC_002516.2",1881494,1881495,"inside"
"2374","PA1738","1","NC_002516.2",1883485,1883486,"inside"
"2375","PA1739","1","NC_002516.2",1884015,1884016,"inside"
"2376","PA1740","1","NC_002516.2",1885297,1885298,"inside"
"2377","PA1742","1","NC_002516.2",1886703,1886704,"inside"
"2378","PA1750","1","NC_002516.2",1891232,1891233,"inside"
"2379","PA1760","1","NC_002516.2",1902865,1902866,"inside"
"2380","PA1761","1","NC_002516.2",1903170,1903171,"upstream"
"2381","PA1764","1","NC_002516.2",1907519,1907520,"inside"
"2382","PA1766","1","NC_002516.2",1911274,1911275,"upstream"
"2383","PA1774","1","NC_002516.2",1919226,1919227,"upstream"
"2384","PA1776","1","NC_002516.2",1920458,1920459,"upstream"
"2385","PA1778","1","NC_002516.2",1924361,1924362,"upstream"
"2386","PA1780","1","NC_002516.2",1926545,1926546,"upstream"
"2387","PA1780","1","NC_002516.2",1927205,1927206,"upstream"
"2388","PA1782","1","NC_002516.2",1930769,1930770,"upstream"
"2389","PA1785","1","NC_002516.2",1933288,1933289,"inside"
"2390","PA1785","1","NC_002516.2",1933390,1933391,"inside"
"2391","PA1786","1","NC_002516.2",1935044,1935045,"upstream"
"2392","PA1787","1","NC_002516.2",1936967,1936968,"inside"
"2393","PA1788","1","NC_002516.2",1938272,1938273,"inside"
"2394","PA1790","1","NC_002516.2",1940414,1940415,"downstream"
"2395","PA1791","1","NC_002516.2",1940822,1940823,"inside"
"2396","PA1791","1","NC_002516.2",1941551,1941552,"inside"
"2397","PA1797","1","NC_002516.2",1950583,1950584,"upstream"
"2398","PA1798","1","NC_002516.2",1951657,1951658,"inside"
"2399","PA1798","1","NC_002516.2",1951771,1951772,"upstream"
"2400","PA1799","1","NC_002516.2",1952170,1952171,"inside"
"2401","PA1799","1","NC_002516.2",1952209,1952210,"inside"
"2402","PA1802","1","NC_002516.2",1954681,1954682,"upstream"
"2403","PA1804","1","NC_002516.2",1957865,1957866,"upstream"
"2404","PA1804","1","NC_002516.2",1958320,1958321,"upstream"
"2405","PA1804","1","NC_002516.2",1958852,1958853,"inside"
"2406","PA1806","1","NC_002516.2",1961275,1961276,"inside"
"2407","PA1806","1","NC_002516.2",1961983,1961984,"inside"
"2408","PA1809","1","NC_002516.2",1966215,1966216,"upstream"
"2409","PA1816","1","NC_002516.2",1973548,1973549,"inside"
"2410","PA1819","1","NC_002516.2",1976935,1976936,"upstream"
"2411","PA1819","1","NC_002516.2",1977757,1977758,"inside"
"2412","PA1821","1","NC_002516.2",1980216,1980217,"inside"
"2413","PA1826","1","NC_002516.2",1985835,1985836,"inside"
"2414","PA1828","1","NC_002516.2",1987523,1987524,"inside"
"2415","PA1829","1","NC_002516.2",1988706,1988707,"inside"
"2416","PA1837","1","NC_002516.2",1995247,1995248,"upstream"
"2417","PA1842","1","NC_002516.2",1999710,1999711,"inside"
"2418","PA1843","1","NC_002516.2",2002985,2002986,"inside"
"2419","PA1844","1","NC_002516.2",2004327,2004328,"inside"
"2420","PA1847","1","NC_002516.2",2007875,2007876,"inside"
"2421","PA1853","1","NC_002516.2",2013733,2013734,"downstream"
"2422","PA1855","1","NC_002516.2",2015574,2015575,"upstream"
"2423","PA1858","1","NC_002516.2",2018878,2018879,"upstream"
"2424","PA1860","1","NC_002516.2",2019814,2019815,"inside"
"2425","PA1872","1","NC_002516.2",2035056,2035057,"upstream"
"2426","PA1874","1","NC_002516.2",2037772,2037773,"inside"
"2427","PA1874","1","NC_002516.2",2039045,2039046,"inside"
"2428","PA1874","1","NC_002516.2",2039537,2039538,"inside"
"2429","PA1874","1","NC_002516.2",2039783,2039784,"inside"
"2430","PA1875","1","NC_002516.2",2041259,2041260,"upstream"
"2431","PA1875","1","NC_002516.2",2041505,2041506,"upstream"
"2432","PA1875","1","NC_002516.2",2042072,2042073,"upstream"
"2433","PA1875","1","NC_002516.2",2042324,2042325,"upstream"
"2434","PA1880","1","NC_002516.2",2051150,2051151,"inside"
"2435","PA1882","1","NC_002516.2",2052835,2052836,"upstream"
"2436","PA1886","1","NC_002516.2",2055859,2055860,"inside"
"2437","PA1886","1","NC_002516.2",2056222,2056223,"inside"
"2438","PA1888","1","NC_002516.2",2059187,2059188,"inside"
"2439","PA1894","1","NC_002516.2",2065979,2065980,"upstream"
"2440","PA1903","1","NC_002516.2",2073415,2073416,"upstream"
"2441","PA1904","1","NC_002516.2",2075271,2075272,"upstream"
"2442","PA1909","1","NC_002516.2",2081187,2081188,"inside"
"2443","PA1909","1","NC_002516.2",2081766,2081767,"inside"
"2444","PA1916","1","NC_002516.2",2091023,2091024,"inside"
"2445","PA1916","1","NC_002516.2",2091378,2091379,"inside"
"2446","PA1916","1","NC_002516.2",2091509,2091510,"upstream"
"2447","PA1918","1","NC_002516.2",2093359,2093360,"upstream"
"2448","PA1921","1","NC_002516.2",2097021,2097022,"inside"
"2449","PA1923","1","NC_002516.2",2098976,2098977,"upstream"
"2450","PA1923","1","NC_002516.2",2100142,2100143,"inside"
"2451","PA1927","1","NC_002516.2",2107914,2107915,"inside"
"2452","PA1928","1","NC_002516.2",2108987,2108988,"inside"
"2453","PA1931","1","NC_002516.2",2111374,2111375,"upstream"
"2454","PA1938","1","NC_002516.2",2118870,2118871,"upstream"
"2455","PA1939","1","NC_002516.2",2122028,2122029,"inside"
"2456","PA1940","1","NC_002516.2",2124603,2124604,"upstream"
"2457","PA1946","1","NC_002516.2",2130093,2130094,"upstream"
"2458","PA1946","1","NC_002516.2",2131112,2131113,"inside"
"2459","PA1951","1","NC_002516.2",2137175,2137176,"inside"
"2460","PA1953","1","NC_002516.2",2139708,2139709,"upstream"
"2461","PA1959","1","NC_002516.2",2143347,2143348,"inside"
"2462","PA1959","1","NC_002516.2",2143380,2143381,"inside"
"2463","PA1961","1","NC_002516.2",2145252,2145253,"inside"
"2464","PA1963","1","NC_002516.2",2146958,2146959,"downstream"
"2465","PA1970","1","NC_002516.2",2151821,2151822,"upstream"
"2466","PA1970","1","NC_002516.2",2152071,2152072,"upstream"
"2467","PA1971","1","NC_002516.2",2152361,2152362,"inside"
"2468","PA1972","1","NC_002516.2",2153815,2153816,"inside"
"2469","PA1976","1","NC_002516.2",2161595,2161596,"inside"
"2470","PA1996","1","NC_002516.2",2182599,2182600,"upstream"
"2471","PA2004","1","NC_002516.2",2191968,2191969,"inside"
"2472","PA2005","1","NC_002516.2",2194121,2194122,"upstream"
"2473","PA2006","1","NC_002516.2",2195569,2195570,"upstream"
"2474","PA2011","1","NC_002516.2",2200563,2200564,"inside"
"2475","PA2012","1","NC_002516.2",2201828,2201829,"inside"
"2476","PA2014","1","NC_002516.2",2204516,2204517,"inside"
"2477","PA2014","1","NC_002516.2",2204774,2204775,"inside"
"2478","PA2017","1","NC_002516.2",2207443,2207444,"inside"
"2479","PA2023","1","NC_002516.2",2215261,2215262,"inside"
"2480","PA2025","1","NC_002516.2",2217606,2217607,"inside"
"2481","PA2026","1","NC_002516.2",2218299,2218300,"inside"
"2482","PA2026","1","NC_002516.2",2219043,2219044,"inside"
"2483","PA2027","1","NC_002516.2",2219542,2219543,"inside"
"2484","PA2035","1","NC_002516.2",2225833,2225834,"inside"
"2485","PA2035","1","NC_002516.2",2225852,2225853,"inside"
"2486","PA2037","1","NC_002516.2",2227895,2227896,"inside"
"2487","PA2041","1","NC_002516.2",2232723,2232724,"inside"
"2488","PA2042","1","NC_002516.2",2233292,2233293,"upstream"
"2489","PA2051","1","NC_002516.2",2245310,2245311,"inside"
"2490","PA2054","1","NC_002516.2",2248381,2248382,"downstream"
"2491","PA2055","1","NC_002516.2",2248476,2248477,"inside"
"2492","PA2055","1","NC_002516.2",2249073,2249074,"inside"
"2493","PA2061","1","NC_002516.2",2257697,2257698,"upstream"
"2494","PA2063","1","NC_002516.2",2260212,2260213,"upstream"
"2495","PA2063","1","NC_002516.2",2261803,2261804,"inside"
"2496","PA2064","1","NC_002516.2",2263299,2263300,"upstream"
"2497","PA2064","1","NC_002516.2",2263316,2263317,"upstream"
"2498","PA2067","1","NC_002516.2",2266630,2266631,"upstream"
"2499","PA2068","1","NC_002516.2",2268412,2268413,"upstream"
"2500","PA2069","1","NC_002516.2",2270055,2270056,"upstream"
"2501","PA2070","1","NC_002516.2",2272020,2272021,"inside"
"2502","PA2071","1","NC_002516.2",2272537,2272538,"inside"
"2503","PA2072","1","NC_002516.2",2273690,2273691,"upstream"
"2504","PA2072","1","NC_002516.2",2275694,2275695,"inside"
"2505","PA2074","1","NC_002516.2",2278452,2278453,"upstream"
"2506","PA2077","1","NC_002516.2",2285940,2285941,"upstream"
"2507","PA2079","1","NC_002516.2",2288439,2288440,"inside"
"2508","PA2079","1","NC_002516.2",2288505,2288506,"inside"
"2509","PA2080","1","NC_002516.2",2290303,2290304,"inside"
"2510","PA2082","1","NC_002516.2",2291122,2291123,"inside"
"2511","PA2087","1","NC_002516.2",2296205,2296206,"upstream"
"2512","PA2089","1","NC_002516.2",2298480,2298481,"inside"
"2513","PA2105","1","NC_002516.2",2316477,2316478,"upstream"
"2514","PA2109","1","NC_002516.2",2320688,2320689,"inside"
"2515","PA2118","1","NC_002516.2",2329818,2329819,"inside"
"2516","PA2129","1","NC_002516.2",2343230,2343231,"inside"
"2517","PA2137","1","NC_002516.2",2352709,2352710,"inside"
"2518","PA2142","1","NC_002516.2",2356958,2356959,"inside"
"2519","PA2142a","1","NC_002516.2",2357387,2357388,"downstream"
"2520","PA2148","1","NC_002516.2",2364062,2364063,"upstream"
"2521","PA2150","1","NC_002516.2",2365347,2365348,"inside"
"2522","PA2151","1","NC_002516.2",2365819,2365820,"upstream"
"2523","PA2152","1","NC_002516.2",2368180,2368181,"inside"
"2524","PA2153","1","NC_002516.2",2372178,2372179,"inside"
"2525","PA2154","1","NC_002516.2",2374851,2374852,"upstream"
"2526","PA2157","1","NC_002516.2",2377607,2377608,"upstream"
"2527","PA2157","1","NC_002516.2",2377816,2377817,"upstream"
"2528","PA2157","1","NC_002516.2",2378003,2378004,"upstream"
"2529","PA2164","1","NC_002516.2",2388860,2388861,"upstream"
"2530","PA2168","1","NC_002516.2",2392358,2392359,"inside"
"2531","PA2168","1","NC_002516.2",2392484,2392485,"inside"
"2532","PA2169","1","NC_002516.2",2392663,2392664,"upstream"
"2533","PA2171","1","NC_002516.2",2393592,2393593,"upstream"
"2534","PA2174","1","NC_002516.2",2396256,2396257,"upstream"
"2535","PA2178","1","NC_002516.2",2400682,2400683,"upstream"
"2536","PA2179","1","NC_002516.2",2402129,2402130,"upstream"
"2537","PA2188","1","NC_002516.2",2408197,2408198,"inside"
"2538","PA2188","1","NC_002516.2",2408692,2408693,"inside"
"2539","PA2193","1","NC_002516.2",2412295,2412296,"upstream"
"2540","PA2195","1","NC_002516.2",2414656,2414657,"inside"
"2541","PA2196","1","NC_002516.2",2415724,2415725,"inside"
"2542","PA2201","1","NC_002516.2",2420082,2420083,"upstream"
"2543","PA2201","1","NC_002516.2",2420172,2420173,"upstream"
"2544","PA2205","1","NC_002516.2",2424681,2424682,"upstream"
"2545","PA2205","1","NC_002516.2",2424720,2424721,"upstream"
"2546","PA2210","1","NC_002516.2",2428978,2428979,"inside"
"2547","PA2211","1","NC_002516.2",2430383,2430384,"inside"
"2548","PA2212","1","NC_002516.2",2431479,2431480,"inside"
"2549","PA2217","1","NC_002516.2",2438133,2438134,"inside"
"2550","PA2243","1","NC_002516.2",2469016,2469017,"upstream"
"2551","PA2248","1","NC_002516.2",2474125,2474126,"upstream"
"2552","PA2249","1","NC_002516.2",2475393,2475394,"upstream"
"2553","PA2250","1","NC_002516.2",2476188,2476189,"upstream"
"2554","PA2252","1","NC_002516.2",2479977,2479978,"inside"
"2555","PA2260","1","NC_002516.2",2488471,2488472,"upstream"
"2556","PA2260","1","NC_002516.2",2488952,2488953,"inside"
"2557","PA2262","1","NC_002516.2",2490795,2490796,"inside"
"2558","PA2265","1","NC_002516.2",2493987,2493988,"inside"
"2559","PA2267","1","NC_002516.2",2497974,2497975,"inside"
"2560","PA2268","1","NC_002516.2",2499107,2499108,"inside"
"2561","PA2272","1","NC_002516.2",2502206,2502207,"inside"
"2562","PA2275","1","NC_002516.2",2505432,2505433,"inside"
"2563","PA2278","1","NC_002516.2",2506857,2506858,"upstream"
"2564","PA2287","1","NC_002516.2",2515439,2515440,"inside"
"2565","PA2288","1","NC_002516.2",2516975,2516976,"upstream"
"2566","PA2289","1","NC_002516.2",2517809,2517810,"inside"
"2567","PA2295","1","NC_002516.2",2526465,2526466,"upstream"
